#TYPE Selected.System.Diagnostics.Process
"Path","ProcessName","Id","CPU","WS"
"C:\Program Files\WindowsApps\Microsoft.YourPhone_1.22052.136.0_x64__8wekyb3d8bbwe\YourPhone.exe","YourPhone","11832","1.03125","2424832"
